governmental unit,"“Governmental unit” means the state or any county, municipality, or other political subdivision, or any department, division, board, or other agency of any of the foregoing."
governmental unit,"“Governmental unit” means the United States, Canada, a state, territory, or possession of the United States, the District of Columbia, a province of Canada, a municipality, or a political subdivision of any of the foregoing, or any public agency or instrumentality thereof."
governor,"Where appearing in this chapter, the term “Governor” includes any person performing the functions of Governor by authority of the law of this state. The term “executive authority” includes the governor and any person performing the functions of governor in a state other than this state. The term “state,” referring to a state other than this state, includes any other state or territory, organized or unorganized, of the United States."
grade,"“Grade” means the percentages in fertilizer of total nitrogen expressed as N, available phosphorus expressed as PO, and soluble potassium expressed as KO, stated in whole numbers in that order."
grade,“Grade” means a step or degree in a graduated scale of office or military rank which is established and designated as a grade by law or rule.
graded eggs,"“Graded eggs” means eggs the quality of which has been determined by candling. Only after candling may a grade be declared by any dealer or packer of shell eggs. However, it is understood that, should a new grading method be approved by the department, it shall be within the authority of the department to allow such new method for determining internal quality to be used in place of the now universally accepted candling procedure."
graduate passage rate,"“Graduate passage rate” means the percentage of a program’s graduates who, as first-time test takers, pass the National Council of State Boards of Nursing Licensing Examination during a calendar year, as calculated by the contract testing service of the National Council of State Boards of Nursing."
grain,"“Grain” means any food or feed grains, which include, but are not limited to, soybeans, corn, wheat, oats, and rye."
grain dealer,“Grain dealer” means any person engaged in this state in:
grandchild,"“Child” includes a posthumous child, a child legally adopted prior to the injury of the employee, and a stepchild or acknowledged child born out of wedlock dependent upon the deceased, but does not include married children unless wholly dependent on the employee. “Grandchild” means a child as above defined of a child as above defined. “Brother” and “sister” include stepbrothers and stepsisters, half brothers and half sisters, and brothers and sisters by adoption, but does not include married brothers or married sisters unless wholly dependent on the employee. “Child,” “grandchild,” “brother,” and “sister” include only persons who at the time of the death of the deceased employees are under 18 years of age, or under 22 years of age if a full-time student in an accredited educational institution."
grandparent,"For purposes of this chapter, the term “grandparent” shall include great-grandparent."
grant,"“Grant” means an award from the local housing assistance trust fund to an eligible sponsor or eligible person to partially assist in the construction, rehabilitation, or financing of eligible housing or to provide the cost of tenant or ownership qualifications without requirement for repayment as long as the condition of award is maintained."
grantor,“Grantor” means one who creates or adds to a trust and includes “settlor” or “trustor” and a testator who creates or adds to a trust.
grants and aids,“Grants and aids” means the appropriation category used to fund contributions to units of government or nonstate entities to be used for one or more specified purposes or activities. Funds appropriated to units of government and nonprofit entities under this category may be advanced.
grapefruit,"“Grapefruit” means the fruit , commonly called grapefruit. The term includes the white, red, and pink meated varieties of grapefruit."
grave space,“Grave space” means a space of ground in a cemetery intended to be used for the interment in the ground of human remains.
greenway,"“Greenway” means a linear open space established along either a natural corridor, such as a riverfront, stream valley, or ridgeline, or over land along a railroad right-of-way converted to recreational use, a canal, a scenic road, or other route; any natural or landscaped course for pedestrian or bicycle passage; an open space connector linking parks, nature reserves, cultural features, or historic sites with each other and populated areas; or a local strip or linear park designated as a parkway or greenbelt."
grievance,“Grievance” means a written complaint submitted by or on behalf of a subscriber to an organization or a state agency regarding the:
gross amount,"“Gross amount” means the actual amount of fuel pumped through the loading rack, pipeline, or tanker and not adjusted for 60 degrees Fahrenheit."
gross estate,“Gross estate” means the gross estate as determined under the provisions of the applicable federal revenue act.
gross income,"“Gross income” means all income from whatever source derived, including, but not limited to, the following items, whether actually owned by or received by, or not received by but available to, any person or couple: earned income, income from investments, gains derived from dealings in property, interest, rents, royalties, dividends, annuities, income from retirement plans, pensions, trusts, estates and inheritances, and direct and indirect gifts. Gross income specifically does not include payments made for the medical care of the individual, return of principal on the sale of a home, social security benefits, or public assistance payments payable to the person or assigned to an organization designated specifically for the support or benefit of that person."
gross income,“Gross income” means the total amount of revenue received in connection with business-related activity.
gross premium written,"“Gross premium written” means the total amount of premiums paid by the agreement holder, inclusive of commissions, for those agreements which are in force."
gross revenue,"“Gross revenue” means the sum of daily hospital service charges, ambulatory service charges, ancillary service charges, and other operating revenue. Gross revenues do not include contributions, donations, legacies, or bequests made to a hospital without restriction by the donors."
gross sales,"“Gross sales” means the sum total of all sales of tangible personal property as defined herein, without any deduction whatsoever of any kind or character, except as provided in this chapter."
gross vehicle weight rating,"“Gross vehicle weight rating” means the value specified by the manufacturer as the maximum loaded weight of a single, combination, or articulated vehicle."
gross written premiums,"“Gross written premiums” means the total amount of premiums, paid for the entire period of the home warranty, inclusive of commissions, for which the association is obligated under home warranties issued."
gross written premiums,"“Gross written premiums” means the total amount of premiums, paid or to be paid by the consumer for the entire period of the service warranty inclusive of commissions, for which the association is obligated under service warranties issued."
gross written premiums,"“Gross written premiums” means the total amount of premiums paid by the consumer for the entire period of the legal expense insurance contract, including commissions."
groundwater,"“Groundwater” means water beneath the surface of the ground, whether or not flowing through known and definite channels."
group credit life insurance,“Group credit life insurance” means insurance which is subject to the provisions of s. 627.553.
group health insurance policy,"The terms “policy,” “insurance policy,” “health insurance policy,” “group health policy,” and “group health insurance policy” include plans of self-insurance providing health insurance benefits."
group home facility,"“Group home facility” means a residential facility licensed under this chapter which provides a family living environment including supervision and care necessary to meet the physical, emotional, and social needs of its residents. The capacity of such a facility shall be at least 4 but not more than 15 residents."
guaranteed analysis,“Guaranteed analysis” means the percentage of plant nutrients or measures of neutralizing capability claimed to be present in a fertilizer.
guaranteed asset protection product,"“Guaranteed asset protection product” means a loan, lease, or retail installment contract term, or modification or addendum to a loan, lease, or retail installment contract, under which a creditor agrees to waive a customer’s liability for payment of some or all of the amount by which the debt exceeds the value of the collateral. Such a product is not insurance for purposes of the Florida Insurance Code. This subsection also applies to all guaranteed asset protection products issued before October 1, 2008."
guaranteed entitlement,“Guaranteed entitlement” means the amount of revenue which must be shared with an eligible unit of local government so that:
guaranteeing organization,"“Guaranteeing organization” means an organization that is domiciled in the United States; that has authorized service of process against it; and that has appointed the Chief Financial Officer as its agent for service of process in connection with any cause of action arising in this state, based upon any guarantee entered into under this part."
guaranties of consumer debt obligations,“Guaranties of consumer debt obligations” means insurance policies indemnifying against loss or damage resulting from nonpayment of debts owed for extensions of credit to individuals for nonbusiness purposes. Such extensions of credit include guaranties of securities backed by obligations of individuals. Policies that provide this coverage must contain a provision that all liability terminates upon the sale or transfer of the underlying obligation to any transferee which is not an insured of the financial guaranty insurance corporation under a similar policy.
guarantor,"“Guarantor” means a person who agrees in writing, or who holds itself out to the public as agreeing, to pay the indebtedness of another when due, including, without limitation, payments of principal and interest on a bond, debenture, note, or other evidence of indebtedness, without resort by the holder to any other obligor, whether or not such writing expressly states that the person signing is signing as a guarantor. The obligation of a guarantor hereunder shall be a continuing, absolute, and unconditional guaranty of payment, without regard to the validity, regularity, or enforceability of the underlying indebtedness."
guarantor,"“Guarantor” means any person, other than the owner or operator, who provides evidence of financial responsibility for an owner or operator under this part."
guaranty,"“Guaranty” means a writing in which one party either agrees, or holds itself out to the public as agreeing, to pay the indebtedness of another when due, including, without limitation, payments of principal and interest on a bond, debenture, note, or other evidence of indebtedness, without resort by the holder to any other obligor, whether or not such writing expressly states that the person signing is signing as a guarantor. An agreement that is not specifically denominated as a guaranty shall nevertheless constitute a guaranty if the holder of the underlying indebtedness or her or his representative or trustee has the right to sue to enforce the guarantor’s obligations under the guaranty. Words of guaranty or equivalent words which otherwise do not specify guaranty of payment create a presumption that payment, rather than collection, is guaranteed by the guarantor. Any guaranty in writing is enforceable notwithstanding any statute of frauds."
guaranty agreement,“Guaranty agreement” means an agreement by and between the corporation and an applicant pursuant to the provisions of s. 288.9607.
guaranty agreement fund,"“Guaranty agreement fund” means the Energy, Technology, and Economic Development Guaranty Fund established by the corporation pursuant to s. 288.9608."
guardian,"“Guardian” means any person acting as a fiduciary for a ward’s person or the ward’s estate, or both."
guardian,“Guardian” means a person appointed pursuant to chapter 744. The term does not include a guardian ad litem.
guardian,"“Guardian” means a person to whom the law has entrusted the custody and control of the person or property, or both, of a person who has been legally adjudged incapacitated."
guardian,"“Guardian” means the natural guardian of a minor, or a person appointed by a court to act on behalf of a ward’s person if the ward is a minor or has been adjudicated incapacitated."
guardian,"“Guardian” means a person who has been appointed by the court to act on behalf of a ward’s person or property, or both."
guardian ad litem,“Guardian ad litem” means a person who is appointed by the court having jurisdiction of the guardianship or a court in which a particular legal matter is pending to represent a ward in that proceeding.
guardian ad litem,"“Guardian ad litem” as referred to in any civil or criminal proceeding includes the following: a certified guardian ad litem program, a duly certified volunteer, a staff attorney, contract attorney, or certified pro bono attorney working on behalf of a guardian ad litem or the program; staff members of a program office; a court-appointed attorney; or a responsible adult who is appointed by the court to represent the best interests of a child in a proceeding as provided for by law, including, but not limited to, this chapter, who is a party to any judicial proceeding as a representative of the child, and who serves until discharged by the court."
guardian advocate,"“Guardian advocate” means a person appointed by a written order of the court to represent a person with developmental disabilities under s. 393.12. As used in this chapter, the term does not apply to a guardian advocate appointed for a person determined incompetent to consent to treatment under s. 394.4598."
guardian advocate,“Guardian advocate” means a person appointed by a written order of the court to represent a person with developmental disabilities under s. 393.12.
guardian advocate,“Guardian advocate” means a person appointed by the court to act on behalf of a drug dependent newborn pursuant to the provisions of this part.
guardian advocate,"“Guardian advocate” means a person appointed by a court to make decisions regarding mental health treatment on behalf of a patient who has been found incompetent to consent to treatment pursuant to this part. The guardian advocate may be granted specific additional powers by written order of the court, as provided in this part."
guardian of the person,"“Guardian of the person” means a person appointed by the court to make decisions regarding the support, care, education, health, and welfare of a minor or an incapacitated adult. The term does not include a guardian ad litem."
guardian of the property,“Guardian of the property” means a person appointed by the court to administer the estate of a minor or incapacitated adult.
guest,"“Guest” means a person, other than a state official or state employee, authorized by the board or its designee to receive the hospitality of Space Florida in connection with the performance of its statutory duties."
guest,"“Guest” means any patron, customer, tenant, lodger, boarder, or occupant of a public lodging establishment or public food service establishment."
guest track,“Guest track” means a track or fronton receiving or accepting an intertrack wager.
guide,"“Guide” shall include any person engaged in the business of guiding hunters or hunting parties, fishers or fishing parties, for compensation."
habilitation,"“Habilitation” means the process by which a client is assisted to acquire and maintain those life skills which enable the client to cope more effectively with the demands of his or her condition and environment and to raise the level of his or her physical, mental, and social efficiency. It includes, but is not limited to, programs of formal structured education and treatment."
habitual abuser,"“Habitual abuser” means a person who is brought to the attention of law enforcement for being substance impaired, who meets the criteria for involuntary admission in s. 397.675, and who has been taken into custody for such impairment three or more times during the preceding 12 months."
habitual truant,"“Habitual truant” means a student who has 15 unexcused absences within 90 calendar days with or without the knowledge or consent of the student’s parent, is subject to compulsory school attendance under s. 1003.21(1) and (2)(a), and is not exempt under s. 1003.21(3) or s. 1003.24, or by meeting the criteria for any other exemption specified by law or rules of the State Board of Education. Such a student must have been the subject of the activities specified in ss. 1003.26 and 1003.27(3), without resultant successful remediation of the truancy problem before being dealt with as a child in need of services according to the provisions of chapter 984."
habitually truant,“Habitually truant” means that:
habitually truant,“Habitually truant” means that:
hair braiding,"“Hair braiding” means the weaving or interweaving of natural human hair for compensation without cutting, coloring, permanent waving, relaxing, removing, or chemical treatment and does not include the use of hair extensions or wefts."
hair wrapping,"“Hair wrapping” means the wrapping of manufactured materials around a strand or strands of human hair, for compensation, without cutting, coloring, permanent waving, relaxing, removing, weaving, chemically treating, braiding, using hair extensions, or performing any other service defined as cosmetology."
halfway house,“Halfway house” means a community-based residential program for 10 or more committed delinquents at the moderate-risk commitment level which is operated or contracted by the department.
handicap,“Handicap” means:
handicapped child,"“Handicapped child” means a preschool child who is developmentally disabled, mentally handicapped, speech impaired, language impaired, deaf or hard of hearing, blind or partially sighted, physically handicapped, health impaired, or emotionally handicapped; a preschool child who has a specific learning disability; or any other child who has been classified under rules of the State Board of Education as eligible for preschool special education services, with the exception of those who are classified solely as gifted."
handle,“Handle” means the aggregate contributions to pari-mutuel pools.
handler,"“Handler” means any person engaged within this state as a distributor in the business of handling and distributing citrus fruit in fresh fruit form in the primary channel of trade, whether such citrus fruit be purchased from the producer thereof or handled for her or his account."
handler,“Handler” means any person engaged within this state in the business of distributing citrus fruit in the primary channel of trade or any person engaged as a processor in the business of processing citrus fruit.
handler,"“Handler” is synonymous with shipper and means any person, except a common or contract carrier of agricultural commodities owned by another person, engaged within this state as a distributor in the business of distributing agricultural commodities in the primary channel of trade."
handling,"“Handling” means touching, holding, taking up, moving, controlling, or otherwise affecting with the hand or by any other agency."
harass,“Harass” means to engage in a course of conduct directed at a specific person which causes substantial emotional distress in that person and serves no legitimate purpose.
harbor and port facilities,"The term “harbor and port facilities” shall include docks, wharves, piers, warehouses, terminals, refrigerating plants, channels, turning basins, connecting railroads, breakwaters, causeways and bridges, and bulkheads and equipment."
harbor and port facilities,"“Airport or port facility” means any one or more facilities within the definition of “airport” in s. 330.27, or within the definitions of “harbor and port facilities” in s. 159.02 or “port facilities” in s. 315.02, including any property used by or useful for services to, or the convenience of, freight or passenger carriers, aircraft, vessels, passengers, or otherwise functionally related or subordinate to airport or port facilities as so defined."
hard of hearing,“Hard of hearing” means having a permanent hearing impairment which is severe enough to necessitate the use of amplification devices to discriminate speech sounds in verbal communication.
harm,"“Harm” means pecuniary or other loss, disadvantage, or injury to the person affected."
harmful to minors,"“Harmful to minors” means any reproduction, imitation, characterization, description, exhibition, presentation, or representation, of whatever kind or form, depicting nudity, sexual conduct, or sexual excitement when it:"
harness racing,“Harness racing” means a type of horseracing which is limited to standardbred horses using a pacing or trotting gait in which each horse pulls a two-wheeled cart called a sulky guided by a driver.
hate group,"“Hate group” means an organization whose primary purpose is to promote animosity, hostility, and malice against a person or persons or against the property of a person or persons because of race, religion, disability, sexual orientation, ethnicity, or national origin."
hazardous financial condition,"“Hazardous financial condition” means that, based on its present or reasonably anticipated financial condition, a risk retention group, although not yet financially impaired or insolvent, is unlikely to be able:"
hazardous material,"“Hazardous material” means any hazardous chemical, toxic chemical, or extremely hazardous substance, as defined in s. 329 of EPCRA."
hazardous materials,“Hazardous materials” means any material that has been designated as hazardous under 49 U.S.C. s. 5103 and is required to be placarded under subpart F of 49 C.F.R. part 172 or any quantity of a material listed as a select agent or toxin in 42 C.F.R. part 73.
hazardous substance,"“Hazardous substance” means any substance that is defined as a hazardous substance in the United States Comprehensive Environmental Response, Compensation, and Liability Act of 1980, 94 Stat. 2767."
hazardous waste,"“Hazardous waste” means solid waste, or a combination of solid wastes, which, because of its quantity, concentration, or physical, chemical, or infectious characteristics, may cause, or significantly contribute to, an increase in mortality or an increase in serious irreversible or incapacitating reversible illness or may pose a substantial present or potential hazard to human health or the environment when improperly transported, disposed of, stored, treated, or otherwise managed. The term does not include human remains that are disposed of by persons licensed under chapter 497."
hazardous waste facility,"“Hazardous waste facility” means any building, site, structure, or equipment at or by which hazardous waste is disposed of, stored, or treated."
hazardous waste management,"“Hazardous waste management” means the systematic control of the collection, source separation, storage, transportation, processing, treatment, recovery, recycling, and disposal of hazardous waste."
head of the department,"“Head of the department” means the individual under whom or the board under which direct administration of the department is placed by statute. Where direct administration of a department is placed under an officer or board appointed by and serving at the pleasure of the Governor, that officer or board remains subject to the Governor’s supervision and direction."
headquarters,“Headquarters” means the physical location of the offices of the secretary and the division directors of the department.
headquarters facility,"“Headquarters facility” means property used for or useful in connection with an international, national, or regional headquarters office of a multinational or multistate business enterprise or national trade association, whether separate from or connected with other facilities used by such business enterprise."
healing arts,"“Healing arts” shall mean the practice of medicine, surgery, psychiatry, dentistry, osteopathic medicine, chiropractic medicine, naturopathy, podiatric medicine, chiropody, psychology, clinical social work, marriage and family therapy, mental health counseling, and optometry."
health access setting,"“Health access setting” means a program or an institution of the Department of Children and Family Services, the Department of Health, the Department of Juvenile Justice, a nonprofit community health center, a Head Start center, a federally qualified health center or look-alike as defined by federal law, a school-based prevention program, a clinic operated by an accredited college of dentistry, or an accredited dental hygiene program in this state if such community service program or institution immediately reports to the Board of Dentistry all violations of s. 466.027, s. 466.028, or other practice act or standard of care violations related to the actions or inactions of a dentist, dental hygienist, or dental assistant engaged in the delivery of dental care in such setting."
health agent,"“Health agent” means an agent representing a health maintenance organization or, as to health insurance only, an insurer transacting health insurance."
health and human services board,“Health and human services board” or “board” means the board within a district or subdistrict of the department which is established in accordance with s. 20.19 and designated in this part for the purpose of assessing the substance abuse and mental health needs of the community and developing a plan to address those needs.
health care decision,“Health care decision” means:
health care facility,"“Health care facility” means a hospital, nursing home, hospice, home health agency, or health maintenance organization licensed in this state, or any facility subject to part I of chapter 394."
health care facility,"“Health care facility” means an ambulatory surgical center, a hospice, a nursing home, a hospital, a diagnostic-imaging center, a freestanding or hospital-based therapy center, a clinical laboratory, a home health agency, a cardiac catheterization laboratory, a medical equipment supplier, an alcohol or chemical dependency treatment center, a physical rehabilitation center, a lithotripsy center, an ambulatory care center, a birth center, or a nursing home component licensed under chapter 400 within a continuing care facility licensed under chapter 651."
health care facility,"“Health care facility” means property operated in the private sector, whether operated for profit or not, used for or useful in connection with the diagnosis, treatment, therapy, rehabilitation, housing, or care of or for aged, sick, ill, injured, infirm, impaired, disabled, or handicapped persons, without discrimination among such persons due to race, religion, or national origin; or for the prevention, detection, and control of disease, including, without limitation thereto, hospital, clinic, emergency, outpatient, and intermediate care, including, but not limited to, facilities for the elderly such as assisted living facilities, facilities defined in s. 154.205(8), day care and share-a-home facilities, nursing homes, and the following related property when used for or in connection with the foregoing: laboratory; research; pharmacy; laundry; health personnel training and lodging; patient, guest, and health personnel food service facilities; and offices and office buildings for persons engaged in health care professions or services; provided, if required by ss. 400.601-400.611 and ss. 408.031-408.045, a certificate of need therefor is obtained prior to the issuance of the bonds."
health care practitioner,"“Health care practitioner” means any person licensed under chapter 457; chapter 458; chapter 459; chapter 460; chapter 461; chapter 462; chapter 463; chapter 464; chapter 465; chapter 466; chapter 467; part I, part II, part III, part V, part X, part XIII, or part XIV of chapter 468; chapter 478; chapter 480; part III or part IV of chapter 483; chapter 484; chapter 486; chapter 490; or chapter 491."
health care provider,"“Health care provider” or “provider” means any person licensed, certified, or otherwise authorized by law to administer health care in the ordinary course of business or practice of a profession."
health care provider,"“Health care provider” means a health care professional, health care facility, or entity licensed or certified to provide health services in this state that meets the criteria as established by the department."
health care provider,"“Health care provider” means a health care professional licensed under chapter 458, chapter 459, chapter 460, chapter 461, chapter 463, chapter 464, chapter 465, chapter 466, part I, part III, part IV, part V, or part X of chapter 468, chapter 483, chapter 484, chapter 486, chapter 490, or chapter 491."
health care provider,“Health care provider” means:
health care provider,"“Health care provider” means any state-licensed entity that provides and receives payment for health care services. These entities include, but are not limited to, hospitals, outpatient centers, physician practices, and skilled nursing facilities."
health care purchaser,"“Health care purchaser” means an employer in the state, other than a health care facility, health insurer, or health care provider, who provides health care coverage for her or his employees."
health care risk contract,"“Health care risk contract” means a contract under which an individual or entity receives consideration or other compensation in an amount greater than 1 percent of the health maintenance organization’s annual gross written premium in exchange for providing to the health maintenance organization a provider network or other services, which may include administrative services. The 1-percent threshold shall be calculated on a contract-by-contract basis for each such individual or entity and not in the aggregate for all health care risk contracts."
health care services,“Health care services” means comprehensive health care services as defined in s. 641.19.
health care services,"“Health care services” means comprehensive health care services, as defined in s. 641.19, when applicable to a health maintenance organization, and means basic services, as defined in s. 641.402, when applicable to a prepaid health clinic."
health facility,“Health facility” means any private corporation organized not for profit and authorized by law to provide:
health insurance,"“Health insurance” means any hospital and medical expense incurred policy, minimum premium plan, stop-loss coverage, health maintenance organization contract, prepaid health clinic contract, multiple-employer welfare arrangement contract, or fraternal benefit society health benefits contract, whether sold as an individual or group policy or contract. The term does not include any policy covering medical payment coverage or personal injury protection coverage in a motor vehicle policy, coverage issued as a supplement to liability insurance, or workers’ compensation."
health insurance,"“Health insurance” means coverage under a fee-for-service arrangement, health maintenance organization, or preferred provider organization, and other types of coverage available to either parent, under which medical services could be provided to a dependent child."
health insurer,"“Health insurer” means any insurance company authorized to transact health insurance in the state, any insurance company authorized to transact health insurance or casualty insurance in the state that is offering a minimum premium plan or stop-loss coverage for any person or entity providing health care benefits, any self-insurance plan as defined in s. 624.031, any health maintenance organization authorized to transact business in the state pursuant to part I of chapter 641, any prepaid health clinic authorized to transact business in the state pursuant to part II of chapter 641, any multiple-employer welfare arrangement authorized to transact business in the state pursuant to ss. 624.436-624.45, or any fraternal benefit society providing health benefits to its members as authorized pursuant to chapter 632."
health maintenance contract,“Health maintenance contract” means any contract entered into by a health maintenance organization with a subscriber or group of subscribers to provide coverage for comprehensive health care services in exchange for a prepaid per capita or prepaid aggregate fixed sum.
health maintenance organization,“Health maintenance organization” means any organization authorized under this part which:
health maintenance services,"“Health maintenance services” means those routine health services that are necessary to help maintain the health of a functionally impaired elderly person, but that are limited to medical therapeutic services, nonmedical prevention services, personal care services, home health aide services, home nursing services, and emergency response systems."
health services,"“Health services” includes the prevention, diagnosis, and treatment of human disease, pain, injury, deformity, or disabling conditions."
health studio,"“Health studio” means any person who is engaged in the sale of services for instruction, training, or assistance in a program of physical exercise or in the sale of services for the right or privilege to use equipment or facilities in furtherance of a program of physical exercise."
health studio services,“Health studio services” means privileges or rights offered for sale or provided by a health studio.
hearing aid,“Hearing aid” means an amplifying device to be worn by a hearing-impaired person to improve hearing.
hearing aid establishment,"“Hearing aid establishment” means any establishment in the state which offers, advertises, and performs hearing aid services for the general public."
hearing aid specialist,“Hearing aid specialist” means a person duly licensed in this state to practice the dispensing of hearing aids.
hearing impaired,"“Hearing impaired” or “having a hearing impairment” means deaf or hard of hearing and, for purposes of this part, includes being dual sensory impaired."
heating boiler,"“Heating boiler” means a steam or vapor boiler operating at pressures not exceeding 15 psig, or a hot water boiler operating at pressures not exceeding 160 psig or temperatures not exceeding 250 °F."
heavy minerals,"“Heavy minerals” means those resources found in conjunction with sand deposits which have a specific gravity of not less than 2.8, and includes an admixture of such resources as zircon, staurolite, and titanium minerals as generally mined in this state."
heavy minerals,"“Heavy minerals” means those minerals found in conjunction with sand deposits which have a specific gravity of not less than 2.8. “Heavy minerals” is a term applied to an admixture of such minerals as zircon, staurolite, and titanium minerals as generally mined in Florida."
heavy rail transit,"“Heavy rail transit” means a complete rail system operating on an electric railway with the capacity for a heavy volume of traffic, characterized by high-speed and rapid-acceleration passenger rail cars operating singly or in multicar trains on fixed rails in separate rights-of-way from which all other vehicular and pedestrian traffic are excluded. “Heavy rail transit” includes metro, subway, elevated, rapid transit, and rapid rail systems."
heirs,"“Heirs” means those persons, including the surviving spouse, who are entitled under the statutes of intestate succession to the property of a decedent."
heirs,"“Heirs” or “heirs at law” means those persons, including the surviving spouse, who are entitled under the statutes of intestate succession to the property of a decedent."
"high pressure, high temperature water boiler","“High pressure, high temperature water boiler” means a water boiler operating at pressures exceeding 160 psig or temperatures exceeding 250 °F."
high quarter,"“High quarter” means the quarter in an individual’s base period in which the individual has the greatest amount of wages paid, regardless of the number of employers paying wages in that quarter."
highly toxic,“Highly toxic” means any highly poisonous pesticide as determined by the rules promulgated pursuant to this part.
highway,"“Highway” means any road, street, or other way open or intended to be opened to the public for travel by motor vehicles."
highway,"“Highway” includes any private or public street, way, or other place used for travel to or from property."
highway,"“Highway” means every way or place of whatever nature within the state open to the use of the public, as a matter of right, for purposes of vehicular traffic and includes public streets, alleys, roadways, or driveways upon grounds of colleges, universities, and institutions and other ways open to travel by the public, notwithstanding that the same have been temporarily closed for the purpose of construction, reconstruction, maintenance, or repair. The term does not include a roadway or driveway upon grounds owned by a private person."
highway,"“Highway” means any public highway in this state, including public streets, alleys, and other thoroughfares, by whatever name, in any municipality."
highway commissioners,"“Highway commissioners” means any individual, board, or other body having authority under then-existing law to discontinue the use of the highway which it is desired to restrict or close to public use and travel."
hillsborough county gasoline tax funds,"“Hillsborough County gasoline tax funds” means all the 80-percent surplus gasoline tax funds or 20-percent surplus gasoline tax funds accruing in each year to the Department of Transportation or the county, as the case may be, for use in Hillsborough County under the provisions of s. 9, Art. XII of the State Constitution, after deduction, if and only to the extent necessary, of any amounts of said gasoline tax funds heretofore pledged by the Department of Transportation or the county for outstanding obligations."
historic property,"“Historic property” or “historic resource” means any prehistoric or historic district, site, building, object, or other real or personal property of historical, architectural, or archaeological value, and folklife resources. These properties or resources may include, but are not limited to, monuments, memorials, Indian habitations, ceremonial sites, abandoned settlements, sunken or abandoned ships, engineering works, treasure trove, artifacts, or other objects with intrinsic historical or archaeological value, or any part thereof, relating to the history, government, and culture of the state."
historic structure,"For purposes of license qualification pursuant to s. 561.20(2)(a)1. the term “historic structure” means a structure that is listed on the National Register of Historic Places pursuant to the National Historic Preservation Act of 1966, or is within and contributes to a registered historic district pursuant to 26 U.S.C. s. 48(g)(3)(B), or has been found to meet the criteria of historical significance of the Division of Historical Resources of the Department of State, as certified by that division or by a locally established historic preservation board or commission, or like body, which has been granted authority to designate historically significant properties by the jurisdiction within which the hotel or motel is located."
historical museum,"“Historical museum” means a department or agency of state or local government or a public or private nonprofit organization located in Florida and operating on a permanent basis for the primary purpose of sponsoring, producing, and exhibiting educational programs that are related to the historical resources of Florida."
holder,“Holder” means:
holder,“Holder” of a retail installment contract means the retail seller of a motor vehicle retail installment contract or an assignee of such contract.
holder,"“Holder” means a person, wherever organized or domiciled, who is:"
holder,“Holder” means the retail seller or an assignee of the retail seller.
holder,“Holder” of a home improvement contract or related instrument means the home improvement finance seller or assignee thereof.
home,"“Home” means any residential real property, or manufactured or modular home, which is a single-family dwelling, duplex, triplex, quadruplex, condominium unit, or cooperative unit. The term does not include the common areas of condominiums or cooperatives."
home,“Home” means a licensed health care facility operated by the department pursuant to part II of chapter 400.
home care for the elderly,"“Home care for the elderly” means a full-time family-type living arrangement, in a private home, under which a person or group of persons provides, on a nonprofit basis, basic services of maintenance and supervision, and any necessary specialized services as may be needed, for three or fewer elderly persons."
home detention,"“Home detention” means temporary custody of the child while the child is released to the custody of the parent, guardian, or custodian in a physically nonrestrictive environment under the supervision of the department staff pending adjudication, disposition, or placement."
home detention,"“Home detention” means temporary custody of the child while the child is released to the custody of the parent, guardian, or custodian in a physically nonrestrictive environment under the supervision of the Department of Juvenile Justice staff pending adjudication, disposition, or placement."
home education program,"A “home education program” means the sequentially progressive instruction of a student directed by his or her parent in order to satisfy the attendance requirements of ss. 1002.41, 1003.01(13), and 1003.21(1)."
home equity conversion mortgage,“Home equity conversion mortgage” means a reverse mortgage loan made to an elderly homeowner which is secured by a lien on real property.
home health agency,“Home health agency” means an organization licensed under part III of chapter 400.
home health agency,“Home health agency” means an organization that provides home health services and staffing services.
home health agency personnel,“Home health agency personnel” means persons who are employed by or under contract with a home health agency and enter the home or place of residence of patients at any time in the course of their employment or contract.
home health aide,"“Home health aide” means a person who is trained or qualified, as provided by rule, and who provides hands-on personal care, performs simple procedures as an extension of therapy or nursing services, assists in ambulation or exercises, or assists in administering medications as permitted in rule and for which the person has received training established by the agency under s. 400.497(1)."
home health services,“Home health services” means health and medical services and medical supplies furnished by an organization to an individual in the individual’s home or place of residence. The term includes organizations that provide one or more of the following:
home improvement,"“Home improvement” means repair, replacement, remodeling, alteration, conversion, modernization, or improvement of, or addition to, any land or building which is to be used as a single-family residence or dwelling place when such construction is done pursuant to a home improvement contract and a security interest in the real property is retained. “Home improvement” does not include:"
home improvement contract,"“Home improvement contract” or “contract” means a written agreement contained in one or more documents between a home improvement finance seller and an owner for the performance of a home improvement and includes all labor, materials, and services to be furnished when all or part of the contract price is to be paid in installments over a period of time greater than 90 days."
